"File","SHA256","SigntoolExitCode","TimestampServer","Time"
"Output\ByeByeDPI_Installer.exe","34CF2D7972D416E9DC7BC3C196024A5EF15FED36F34AD99FC983A2FB63AC75ED","0","http://timestamp.sectigo.com","2025-11-08T17:45:04.0339677+03:00"
